-0.100770675	-0.014677939	-0.022806065	0.09905444	0.027115857	0.07773794	-0.013021401	0.16347991	-0.010102124	0.26267773	0.17106517	-0.24620241	-0.055905182	0.06362037	-0.12128646	-0.09930429
-0.30650914	0.088953786	-0.17797826	-0.0051205377	0.15115836	0.28456715	-0.14769615	0.4327766	0.1760982	0.46239316	0.46656516	-0.5151328	-0.20926195	0.266002	-0.3704581	-0.2689333
-0.48694363	0.27066892	-0.3027954	-0.102280885	0.31513867	0.5296237	-0.32477075	0.7266556	0.32407543	0.7410839	0.66822106	-0.7196298	-0.34412092	0.5222731	-0.5554749	-0.42882344
1.4064575	-1.0312674	1.2099307	0.78635055	-1.1241703	-1.5041329	1.2837278	-1.7389507	-1.2330849	-1.9023675	-1.7711425	1.8406005	1.158401	-1.3869847	1.6031568	1.3462375
0.05523609	-0.054122746	0.065209456	-0.052628446	-0.043411966	-0.0644638	0.027422221	-0.071007915	-0.038365785	-0.13948809	-0.101446174	0.106764376	-0.02186901	-0.02612921	0.03882616	0.028549423
-0.14723763	0.07603063	-0.11561961	-0.117482394	0.12942073	0.15045203	-0.06184779	0.14267991	0.15016674	0.045787126	0.041508168	-0.08677785	-0.113187894	0.07369037	-0.05176253	-0.12001147
1.322317	-0.9239426	1.1358227	0.72558916	-1.0434194	-1.3804982	1.1603537	-1.5230312	-1.1194043	-1.6842657	-1.6276538	1.6975827	1.072763	-1.313138	1.4321443	1.1495017
-0.05313375	0.0670744	-0.03514623	-0.099264584	0.049783625	0.08683381	-0.05853138	0.13206743	0.054574724	0.09895526	0.084440336	-0.04171979	-0.09498479	-0.007777948	-0.056968614	-0.062454537
1.0969124	-0.802301	0.92695	0.5350413	-0.8128755	-1.0990679	0.9016476	-1.2671455	-0.8975507	-1.4091666	-1.3496771	1.4250042	0.9337702	-1.0742148	1.1487067	0.9915416
-0.10655627	0.038142357	-0.043844674	0.001794645	0.0320772	0.040389735	-0.015895607	0.12897065	0.020714743	0.21223888	0.11157936	-0.14476797	-0.013242666	0.10255058	-0.2050975	-0.10887856
1.4294672	-1.1208689	1.2476391	0.84638315	-1.1075925	-1.4412609	1.2262375	-1.6855068	-1.3114467	-1.8168176	-1.746982	1.8191359	1.2247272	-1.4699498	1.5608375	1.294829
-0.32189173	0.18393876	-0.17013527	-0.090178065	0.17815986	0.302602	-0.19027247	0.46015674	0.19304202	0.5606459	0.4690107	-0.47200406	-0.24944068	0.313482	-0.4030238	-0.27738953
0.83021194	-0.5554108	0.66086394	0.4268678	-0.5717839	-0.90612084	0.7074689	-1.0987922	-0.6597037	-1.1221364	-1.0839329	1.1560262	0.63108647	-0.93465763	0.97388893	0.75131965
-1.1347996	0.8504277	-0.88624316	-0.63811404	0.8371222	1.055369	-0.9659535	1.3469546	0.9526995	1.3759619	1.3623503	-1.3330418	-0.9462097	1.1762624	-1.1399496	-0.96739924
0.07922317	-0.04527371	0.09762852	0.010609945	-0.01673683	-0.075168476	0.05086508	-0.07179222	-0.04336396	-0.036175877	-0.023075128	0.03465168	0.10441728	-0.067567356	0.02678042	0.025051137
0.119041964	-0.11362773	0.14015482	0.1375862	-0.16570978	-0.16046277	0.16957377	-0.11531651	-0.14542212	-0.10369439	-0.12851687	0.124714	0.10947926	-0.11257889	0.13547783	0.17856628
-0.25795323	0.32908946	-0.24051104	-0.28207093	0.22758354	0.2281104	-0.29833102	0.26316926	0.2739886	0.18553494	0.25429028	-0.1853119	-0.24054816	0.22352071	-0.30116406	-0.27405545
0.26720777	-0.13047343	0.23543152	-0.08205254	-0.17483203	-0.31900817	0.18396586	-0.45146888	-0.20023568	-0.54178476	-0.47347108	0.57363385	0.17477216	-0.27228564	0.33386537	0.28948668
-0.24010578	0.15547173	-0.20270261	-0.05853369	0.16461344	0.29366112	-0.19181053	0.38790917	0.2037988	0.5358984	0.43094563	-0.4256909	-0.17068252	0.24485944	-0.35531485	-0.25336128
0.8790753	-0.749869	0.8636953	0.6156955	-0.74569196	-0.8842952	0.77338743	-0.9911095	-0.74126625	-1.0063362	-1.057922	1.103984	0.7950142	-0.8810358	0.94449997	0.88981813
